text_norm,group_key,split
i love it. the item is the best,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-with-free-gifts-airpods-led-watch-powerbank-black-325233624.html,test
"display, slipping mode, just cool. display and shipping ???? delivery mode",https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,train
didnt last past two months. cheap is expensive,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html,train
unbeatable blender! ultimate! save big! five stars!!!,big blender five save stars ultimate unbeatable,test
????????. oraimo really impressed me????????,https://www.jumia.co.ke/oraimo-spacebuds-neo-anc-spatial-audio-true-wireless-earphones-light-gold-326145067.html,train
i love it. details just as avertised. the phone is superb. to more years of purchase from jumia. still cant beleive i got this device with the price,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-titanium-silver-1yr-wrty-325385273.html,train
"ships from kilimani , select an address to view delivery times.",https://www.kilimall.co.ke/listing/1001536233-Lenovo-100e-Chromebook-116-Inch,test
"best shoe ever, first class. best seller. don't miss this deal!!!",best class deal don't ever first miss seller shoe this,train
amazing shoe!!! wonderful and best-selling! buy now and thank me later!!!,amazing and best buy later now selling shoe thank wonderful,train
"best bag ever, world class. deluxe. don't miss this deal!!!",bag best class deal deluxe don't ever miss this world,val
oraimo. up to 3 days playtime..just perfect for traveling ????,https://www.jumia.co.ke/oraimo-necklace-lite-wireless-headphones-call-vibration-30hr-playtime-black-312418741.html,val
i like it. drains battery first ????,https://www.jumia.co.ke/villaon-v110-1.77-1000mah-dual-sim-black-326370555.html,train
best price for refurbished hp probook 645 g4 ryzen 3 7th gen 2.5ghz | 8gb ram | 256gb ssd |14inch hd screen display refurbished hp laptop computer | notebook color-silver 1001731565,https://www.kilimall.co.ke/listing/1001731565-Refurbished-Hp-ProBook-645-G4-ryzen-3-7TH-GEN-25GHz-8GB-RAM-256GB-SSD-14inch-HD-screen-Display-Refurbished-Hp-Laptop-Computer-Notebook,test
i like it. work perfectly as advertised,https://www.jumia.co.ke/tws-budsair-5-e-subtle-shine-sleek-curves-rich-deep-bass-sound-39-hours-long-playtime-3.5g-lightweight-in-ear-design-portable-with-a-lanyard-black-itel-mpg9975767.html,train
fan heater 2000w fast heating large vents portable compact size overheating protection safe home appliance,https://www.kilimall.co.ke/listing/1001780323-Fan-Heater-2000W-Fast-Heating-Large-Vents-Portable-Compact-Size-Overheating-protection-Safe-Home-Appliance,val
redmi 15c 128gb rom 8(4+4) gb ram 6.9&#39;&#39; lcd 50mp main camera 8mp selfie camera 6000mah 33w fast charger android 15 xiaomi hyper os 2 mediatek side fingerprint smart phones + free gifts for you,https://www.kilimall.co.ke/listing/1001491460-XIAOMI-REDMI-15C-128GB-8GB-RAM-69-50MP-Smartphone,train
amazing phone!!! buy it now and limited stock! buy now and thank me later!!!,amazing and buy later limited now phone stock thank,test
"best price for amaze 3 burner table top cooker. amaze is a leading manufacturer of electronic home appliances. their products are affordable, innovative and durable. for every household and kitchen need. color-silver 1001774384",https://www.kilimall.co.ke/listing/1001774384-Amaze-3-burner-table-top-cooker-AMAZE-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,val
men running shoes outdoor sport sneakers man vulcanized shoes flat casual sneakers for men shoes 2026 new brand footwear,https://www.kilimall.co.ke/listing/10004811517,train
best price for ⚡ protect your tv &amp; fridge today! 13a surge guard – voltage protection for home appliances 🛡🔌 color-tv guard 1001815702,https://www.kilimall.co.ke/listing/1001815702-Protect-Your-TV-Fridge-Today-13A-Surge-Guard-Voltage-Protection-for-Home-Appliances,train
i like it. phone is good for the price and jumia service is✅,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,train
i like it. very good 10/10,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,train
electric fan portable cooling for laptops silent usb fan for home officeoutdoor desktop cooler camping air appliances local fast delivery,https://www.kilimall.co.ke/listing/1001338947-Generic-Portable-Electric-Fan-for-Laptop-Desktop-Cooling,train
"it lasts all day with heavy use. the camera is amazing, and battery lasts a full day even with heavy use. it's quite light which is comfortable in the pocket",https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-8gb-ram-256gb-6000mah-black-25-months-warranty-free-buds-6-play-326642290.html,train
"best price for hp elitebook 830 g5&#x2f;6, intel core i5 8th generation, refurbished laptop ,8gb ram &amp; 256 gb ssd storage, fhd color-silver 1001765971",https://www.kilimall.co.ke/listing/1001765971-HP-EliteBook-830-G56-Intel-Core-i5-8Th-generation-Refurbished-laptop-8GB-RAM-256-GB-SSD-Storage-FHD,train
scarlett steam iron box + free 2l automatic electric kettle | home appliance combo offer ironbox water heater jug fast heating &amp; auto shut-off,https://www.kilimall.co.ke/listing/2411567-Scarlett-Steam-Iron-2L-Electric-Kettle,test
best price for 🔥 free mouse | lenovo thinkpad yoga 11e x360 | convertible 2 in 1 | 4 gb ram | 128 gb ssd | touchscreen | 1080p fhd | 12&#x27; display | reliable business &amp; studies laptop. color-black 1001483278,https://www.kilimall.co.ke/listing/1001483278-FREE-Mouse-Lenovo-ThinkPad-Yoga-11E-x360-Convertible-2-in-1-4-GB-RAM-128-GB-SSD-Touchscreen-1080p-FHD-12-Display-Reliable-Business-Studies-Laptop,val
low quality. improve on providing good quality to customer. focus on customer centricity not making money. it cannot create a google account due to network problems,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,train
unbeatable kettle! flawless! satisfaction guaranteed! five stars!!!,five flawless guaranteed kettle satisfaction stars unbeatable,train
best price for touchscreen refurbished dell latitude 3390 x360 2-in-1 laptop intel core i5 8th gen 8gb ram 256gb ssd 13.3 inches fhd display refurbished laptop computer notebook color-black 1001712034,https://www.kilimall.co.ke/listing/1001712034-Touchscreen-Refurbished-Dell-Latitude-3390-X360-2in1-Laptop-Intel-Core-i5-8th-Gen-8GB-RAM-256GB-SSD-133-Inches-FHD-Display-Refurbished-Laptop-Computer-Notebook,test
fast in network. capacity in storage,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-bluefree-gifts-306245903.html,test
"perfect kettle 10/10!!! long lasting, limited time, and super fast delivery!!!",and delivery fast kettle lasting limited long perfect super time,train
best price for electric foldable washing machine 7.5kg compact portable laundry washer efficient home appliance for small apartments dorms and travel size-7.5l color-green 1001538140,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer,test
"battery life so good. i got this phone specially for battery, and it has surpassed my expectations. charges to full battery in 30 mins and lasts so long",https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-6gb-ram-128gb-6000mah-black-25-months-warranty-325507985.html,train
"ailyons 2l electric kettle + free 4-way extension cable – coil-less water heater &amp; boiler jug, fast boil, stainless steel, durable &amp; convenient home appliance set power king socket",https://www.kilimall.co.ke/listing/1001789995-AILYONS-2L-Electric-Kettle-Free-4Way-Extension-Cable-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Socket,train
limeted time deals!!samsung galaxy a06 128gb+4gb mtk helio g85 (12nm) 50mp dual camera 6.7&quot; large display 5000mah 25w type-c charge android 14 smart phones side fingerprint unlock phone+freebies,https://www.kilimall.co.ke/listing/1001031918-LIMETED-TIME-DEALSSamsung-Galaxy-A06-128GB4GB-MTK-Helio-G85-12nm-50MP-Dual-Camera-67-Large-Display-5000mAh-25W-TypeC-Charge-Android-14-Smart-Phones-Side-Fingerprint-Unlock-phoneFREEBIES,train
best price for brand new samsung galaxy a16 128gb+4gb 6.7&quot; super amoled d 50mp triple camera android 14 mediatek helio g99 5000mah 25w type-c charge smart phones phone+free gifts color-black storage-4+128gb 1001352979,https://www.kilimall.co.ke/listing/1001352979-Samsung-Galaxy-A16-128GB-Smartphone,val
unbeatable laptop! unique! top seller! five stars!!!,five laptop seller stars top unbeatable unique,train
best price for limited offers!!! brand new samsung galaxy a17 128gb&#x2f;256gb+4gb&#x2f;6gb&#x2f;8gb 6.7&quot; super amoled display 50mp triple camera android 15 ip54 waterproof 5000mah 25w type-c charge ai smart phones phone color-blue storage-4&#x2f;128 1001768450,https://www.kilimall.co.ke/listing/1001768450-LIMITED-OFFERS-BRAND-NEW-SAMSUNG-GALAXY-A17-128GB256GB4GB6GB8GB-67-Super-AMOLED-Display-50MP-Triple-Camera-Android-15-IP54-Waterproof-5000mAh-25W-TypeC-Charge-AI-Smart-Phones-phone,train
implove on. long lasting battery,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,train
this watch changed my life!!! exclusive. best ever. order today!!!,best changed ever exclusive life order this today watch,train
best price for (i7+16gb+256gb+13.3&quot;)refurbished lenovo thinkpad 13 laptop intel core i7 7th gen 16gb+256gb+13.3&quot; windows 11 light strong student professional laptop great keyboard laptop color-black 1001726867,https://www.kilimall.co.ke/listing/1001726867-i716GB256GB133Refurbished-Lenovo-Thinkpad-13-Laptop-Intel-Core-i7-7th-Gen-16GB256GB133-Windows-11-Light-Strong-Student-Professional-Laptop-great-keyboard-laptop,val
infinix hot 60i 8(4+4)gb ram+128gb 6.7&#39;&#39; 120hz 4g slim phone dual sim 5160mah 45w fast charging 50mp camera side fingerprint lock ip64 gyroscope g81 ultimate one-tap ai smart phones,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone,train
i hate it. it doesnt work at all,https://www.jumia.co.ke/gueeton-stereo-f9-bluetooth-earphone-power-headset-35221857.html,train
"very sufficient. it's an amazing tablet,my daughters loved them.. i can confidently recommend it to anyone",https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html,train
refurbished dell latitude 3190 x360 touchscreen intel pentium 4gb ram 128gb ssd 12 inch refurbished laptop with windows 11 and microsoft office installed computer notebook refurbished laptops,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,train
"best earbuds ever, highly rated. save big. don't miss this deal!!!",best big deal don't earbuds ever highly miss rated save this,train
i recived it on time more perfect and exzacliy. i recived it on time more perfect and exzacliy,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-6500mah-black-25-months-warranty-free-buds-6-play-326638116.html,test
bad product. got spoilt after a week. i highly don't recommend buying it,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html,test
"techno spark 40. those gifts were useless, but the phone itself is good",https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html,train
refurbished oppo f11 a9 smart phone 128gb+6gb 6.5&quot; 4000mah fingerprint unlock phone dual sim 4g phone refurbished phone smartphones mobile phones 128gb phone 4g phone oppp phone smartphone,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,train
"best shoe ever, next level. first class. don't miss this deal!!!",best class deal don't ever first level miss next shoe this,train
"i like it. for the price, the watch delivers very well in function and usability. looks like other more premium smart watches in the market",https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,train
"i like it. fantastic,the phone is wow",https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-grey-297282731.html,train
as ordered. perfect condition and exactly what i ordered,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-purple-25-months-warranty.-325669445.html,test
good. long lasting and perfect,https://www.jumia.co.ke/kuhl-kuhl-k1-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556329.html,train
"i love it. the device is amazing, delivery was on time, system update is timely, it is tailored to offer you the best of features only found on pricey brands. i did not get the free gift ???? though!!!",https://www.jumia.co.ke/infinix-note-50-pro-6.78-8gb-ram-256gb-dual-sim-5200mah-shadow-black-free-gift-1yr-wrty-316949276.html,train
good. only lacks some small key features,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html,train
"best price for 2 burner amaze stainless hob cooker. amaze is a leading manufacturer of electronic home appliances. their products are affordable, innovative, and durable. for every household and kitchen need. color-silver 1001774392",https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,test
"2 burner amaze stainless hob cooker. amaze is a leading manufacturer of electronic home appliances. their products are affordable, innovative, and durable. for every household and kitchen need.",https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,test
"best price for best in market🎇silver crest new germany commercial heavy duty blender 2 in 1 blender 6500watts🎀silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a color-as picture size-2.0l 1001526334",https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,train
"it typically features a 3-speed control panel, adjustable tilt, and wide o",https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,train
it is a good commodity. very good,https://www.jumia.co.ke/htc3288qs-32-inch-qled-smart-android-tv-black1yr-wrty-vitron-mpg9595721.html,train
"it is a durable, high-quality, and energy-efficient home appliance designed for effective cooling.",https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,train
this watch changed my life!!! game-changer. premium. order today!!!,changed changer game life order premium this today watch,train
"not satisfying. the watch has no charger, phone with no casing nor charger head",https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-dual-sim-50mp-camera-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-youblack-314947615.html,train
superb. product was exactly as it was advertised.loved it,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,train
subscribe to our newsletter to get updates on our latest offers!,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,test
best price for [new arrival!!] tecno spark 40 pro 128gb +16(8+8gb) 6.78&quot; 120hz phone dynamic port 50mp stereo speaker 5200mah 45w type-c dual sim 4g under display fingerprint spark 40 pro plus ip64 smart phones color-nebula black storage-128gb + 8gb 1001511971,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone,test
quality. this product needs to improve on its quality,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html,train
your phone died even before i used. try sell good phones,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html,train
mmmh!!. so far it's not bad,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html,train
wouldn't recommend. its stopped charging but had good soind,https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html,train
"perfect. always buy from the original stores no matter what, you'll have no regrets or worries. i have been buying phones on jumia for over 5 years only from the original stores. such as this samsung. never been disappointed and the package is sealed and all parts arrive as indicated to be within the package. just buy an adapter; usually, they have the cable alone",https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-64gb-dual-sim-5000mah-black-1yr-wrty-299889399.html,test
"home appliances (fridge, tv, lights, fans)",https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,train
"hp probook x360 11 g2 ee is a compact, versatile 11.6-inch 2-in-1 touchscreen laptop coi5 7th generation 8gbram 256gbssd x360 touchscreen",https://www.kilimall.co.ke/listing/1001747165-HP-ProBook-x360-11-G2-EE-is-a-compact-versatile-116inch-2in1-touchscreen-laptop-COI5-7TH-GENERATION-8GBRAM-256GBSSD-X360-TOUCHSCREEN,test
if they reduce the weight. it's too heavy,https://www.jumia.co.ke/kuhl-kuhl-k2-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556308.html,test
this blender changed my life!!! flawless. authentic. order today!!!,authentic blender changed flawless life order this today,val
good watch. no discount on large items bought,https://www.jumia.co.ke/itel-smartwatch-lux-l1-up-to-30-days-battery-life2.01-hd-screen-ip68-waterproof-600mah-big-battery-isw-l1-black-313073763.html,test
[tech week] brand new samsung galaxy a06 64gb+4gb 50mp camera 6.7&quot; 90hz mtk helio g85 (12nm) 5000mah 25w type-c charge android 14 smart phones phone,https://www.kilimall.co.ke/listing/3054740-Samsung-Galaxy-A05-64GB-50MP-Camera,train
unbeatable fridge! life changing! awesome! five stars!!!,awesome changing five fridge life stars unbeatable,train
"best speaker ever, state of the art. long lasting. don't miss this deal!!!",art best deal don't ever lasting long miss speaker state the this,val
"perfect shoe 10/10!!! life changing, hurry up, and super fast delivery!!!",and changing delivery fast hurry life perfect shoe super,train
on the products durability. the product was not good,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-android-smartphone-white-32gb3gbsingle-sim-refurbished-by-badili.-306464315.html,train
best price for new mute touch mopping robot wireless sweeping wet and dry all-in-one cleaning machine smart home appliance vacuum cleaner color-black 2483968,https://www.kilimall.co.ke/listing/2483968-New-Mute-Touch-Mopping-Robot-Wireless-Sweeping-Wet-And-Dry-AllInOne-Cleaning-Machine-Smart-Home-Appliance-Vacuum-Cleaner,test
"best earbuds ever, must have. order today. don't miss this deal!!!",best deal don't earbuds ever have miss must order this today,val
best price for ⭐ mega offer ⭐ – 1 pc smartpro 180l chest freezer deep freezer energy saving durable home appliance color-as pictured 1001811009,https://www.kilimall.co.ke/listing/1001811009-MEGA-OFFER-1-PC-Smartpro-180L-Chest-Freezer-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,train
"ships from parklands/highridge , select an address to view delivery times.",https://www.kilimall.co.ke/listing/1001130860-Limited-Time-Offer-Hp-Notebook-250G6-Intel-Pentium-8GB-RAM-256GB-SSD-Storage-156-Inch-Screen-Size-With-Windows-and-Office-Installed-Refurbished-Computer-Notebook-Laptop,train
this shoe changed my life!!! limited stock. durable. order today!!!,changed durable life limited order shoe stock this today,val
"best price for p 840 g3 laptop, core i5 6th gen laptop, hp business laptop, student laptop, office laptop, refurbished hp laptop, 8gb ram laptop, 256gb ssd laptop, windows 11 pro laptop, affordable laptop kenya color-silver 1001713236",https://www.kilimall.co.ke/listing/1001713236-P-840-G3-laptop-Core-i5-6th-Gen-laptop-HP-business-laptop-student-laptop-office-laptop-refurbished-HP-laptop-8GB-RAM-laptop-256GB-SSD-laptop-Windows-11-Pro-laptop-affordable-laptop-Kenya,train
unbeatable blender! top-notch! next level! five stars!!!,blender five level next notch stars top unbeatable,test
i like it. awsm device as per the specs,https://www.jumia.co.ke/a2-tablet-dual-sim-10.1-inch-844gb-ram128gb-rom-android-14-6000-mah-batterygray-redbeat-mpg8920968.html,test
does not sign in google servers. make it be able to sign into google,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,train
affordable. very good kabambe for the price and works well,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-blue-326369895.html,test
6 pcs official men shirts cotton long sleeve high quality official shhirts stock clearance offer,https://www.kilimall.co.ke/listing/10005191405,train
refurbished hp probook 645 g4 ryzen 3 7th gen 2.5ghz | 8gb ram | 256gb ssd |14inch hd screen display refurbished hp laptop computer | notebook,https://www.kilimall.co.ke/listing/1001731565-Refurbished-Hp-ProBook-645-G4-ryzen-3-7TH-GEN-25GHz-8GB-RAM-256GB-SSD-14inch-HD-screen-Display-Refurbished-Hp-Laptop-Computer-Notebook,test
"i like it. &quot;i absolutely love my new headphones from jumia! the sound quality is phenomenal – super crisp and rich bass. they're incredibly comfortable for long use and have a sleek, durable design. amazing battery life and easy to connect, they offer excellent value for the price. highly recommend!",https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,train
best price for refurbished thinkpad yoga 11e touch screen x360 intel celeron 4gb ram 128gb ssd 11.6 inches laptop color-black 1001773856,https://www.kilimall.co.ke/listing/1001773856-Refurbished-ThinkPad-Yoga-11e-Touch-Screen-x360-Intel-Celeron-4GB-Ram-128GB-SSD-116-inches-Laptop,train
best price for special offer refurbished lenovo thinkpad t470s laptop intel core i5 7th gen 8gb ram 256gb ssd 14&#x27;&#x27; inch refurbished laptops windows 10 pro and microsoft office installed computer notebook color-black 1001712071,https://www.kilimall.co.ke/listing/1001712071-Special-Offer-Refurbished-Lenovo-ThinkPad-T470s-Laptop-Intel-Core-i5-7th-Gen-8GB-RAM-256GB-SSD-14-Inch-Refurbished-Laptops-Windows-10-pro-and-Microsoft-Office-Installed-Computer-Notebook,train
this kettle changed my life!!! best-selling. worth every penny. order today!!!,best changed every kettle life order penny selling this today worth,test
"amaze 3 burner table top cooker. amaze is a leading manufacturer of electronic home appliances. their products are affordable, innovative and durable. for every household and kitchen need.",https://www.kilimall.co.ke/listing/1001774384-Amaze-3-burner-table-top-cooker-AMAZE-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,val
"best price for limited mega deals🔥🔥 !!! corn c16 pro max 6.6&quot; storage rom 64gb ram 5gb strong battery 5000 mah double sim card smart phone on offer fingerprint face unlock,8mp seilfe 13mp type-c color-white 1001582808",https://www.kilimall.co.ke/listing/1001582808-CALUS-C16-Pro-Max-64GB-Smartphone,test
"perfect earbuds 10/10!!! add-to-cart, cutting edge, and super fast delivery!!!",add and cart cutting delivery earbuds edge fast perfect super,train
this bag changed my life!!! order today. cheapest. order today!!!,bag changed cheapest life order this today,train
worth the price.. it can charge my phone very first more than twice,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html,test
i like it. it's good and great it's a real stuff ????,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,train
exactly what i ordered. a good phone arrived in good time.works perfectly,https://www.jumia.co.ke/itel-it2165-wireless-fm-torch-1000mah-dual-sim-phone-blue-326602975.html,train
best of all time. this buds are a definition of good engineering and tuning. kudos to whoever came up with this buds. try them and you'll thank me later buddy. sound quality is on apple level and more but with itel price ✌❤,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html,train
refurbished fujitsu lifebook u938/937b laptop intel core i5 8th gen - 8gb ram 128gb ssd 13.3” full hd display windows 10 lightweight business notebook laptop,https://www.kilimall.co.ke/listing/1001117131-FUJITSU-Lifebook-U939-Laptop,test
its efficient. it's a nice product,https://www.jumia.co.ke/richripple-sports-bluetooth-into-the-ear-neck-hanging-type-running-stereo-large-capacity-wireless-earphone-179381069.html,train
i like it.. i like the phone plus extra gifts,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-bluefree-gifts-306245903.html,test
i love it. working effectively just what i ordered,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,train
improvisation. the fingerprint ???? should be on the screen,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html,train
"good. overall works well,keeps charge",https://www.jumia.co.ke/oraimo-watch-nova-2-2.01-amoled-screen-smart-watch-325730826.html,train
don't like it. can't talk with someone on call,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html,train
a solid phone. keeps power for 2 weeks on standby,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html,train
* solar backup &amp; inverters,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,train
"best price for 【limited offer】euroken ek-26lc24t2 24&quot; inch with cast tv function full screen display television ac&#x2f;dc digital led tv with inbuilt decoder for local channels wide color enhancer, usb hdmi ports size-24 inch 1001097629",https://www.kilimall.co.ke/listing/1001097629-EUROKEN-EK26LC24T2-24-LED-TV,test
"love them all. the phone is amazing, all specs are accurate and works seamlessly",https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,train
50/50. the product sound is top notch! ✨,https://www.jumia.co.ke/itel-tws-budsfire-super-bass-earpods-6-hours-battery-life-bt-version-5.3-type-c-charging-10m-wireless-range-touch-control-silver-275345104.html,val
loving the color. it is exactly what i ordered,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,train
xiaomi redmi 14c 128gb storage up to 8gb ram 50mp ai dual camera immersive 6.88&quot; hd+ display up to 120hz refresh rate dual sim 5160mah type battery elegant glass back cover smart phone,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone,train
"best price for baby fruit feeder &amp; silicone pacifier set | bpa-free, food-grade for safe sucking &amp; teething relief | all-in-one feeder soother for 0-3 years color-brown 1001697831",https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,train
tecno spark 40 ai 128gb + 8gb(4+4) 6.67&#39;&#39; screen 50mp main camera 8mp front camera 45w super charging fingerprint infrared remote control free cover ip64 waterproof smart phones,https://www.kilimall.co.ke/listing/1001347735-TECNO-Spark-40-AI-Smartphone,test
this kettle changed my life!!! money back. limited stock. order today!!!,back changed kettle life limited money order stock this today,train
i love it. the battery and display is insane ????,https://www.jumia.co.ke/itel-smartwatch-lux-l1-up-to-30-days-battery-life2.01-hd-screen-ip68-waterproof-600mah-big-battery-isw-l1-black-313073763.html,test
