text,label,source_url,date,platform,user,rating
Fan Heater 2000W Fast Heating Large Vents Portable Compact Size Overheating protection Safe Home Appliance,0,https://www.kilimall.co.ke/listing/1001780323-Fan-Heater-2000W-Fast-Heating-Large-Vents-Portable-Compact-Size-Overheating-protection-Safe-Home-Appliance,,kilimall,Anonymous,
REDMI 15C 128GB ROM 8(4+4) GB Ram 6.9&#39;&#39; LCD 50MP Main Camera 8MP selfie camera 6000mAh 33W Fast Charger Android 15 Xiaomi Hyper OS 2 Mediatek Side Fingerprint smart phones + FREE GIFTS FOR YOU,0,https://www.kilimall.co.ke/listing/1001491460-XIAOMI-REDMI-15C-128GB-8GB-RAM-69-50MP-Smartphone,,kilimall,Anonymous,
AMAZING phone!!! buy it now and limited stock! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,
"Best price for Amaze 3 burner table top cooker. AMAZE is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need. Color-Silver 1001774384",0,https://www.kilimall.co.ke/listing/1001774384-Amaze-3-burner-table-top-cooker-AMAZE-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,,kilimall,Anonymous,
Men Running Shoes Outdoor Sport Sneakers Man Vulcanized Shoes Flat Casual Sneakers for Men Shoes 2026 New Brand Footwear,0,https://www.kilimall.co.ke/listing/10004811517,,kilimall,Anonymous,
Best price for ⚡ Protect Your TV &amp; Fridge Today! 13A Surge Guard – Voltage Protection for Home Appliances 🛡🔌 Color-Tv guard 1001815702,0,https://www.kilimall.co.ke/listing/1001815702-Protect-Your-TV-Fridge-Today-13A-Surge-Guard-Voltage-Protection-for-Home-Appliances,,kilimall,Anonymous,
I like it. Very good 10/10,0,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,21-01-2026,jumia,Millicent Ogonda,5 out of 5
Electric Fan Portable Cooling for Laptops Silent Usb Fan for Home Officeoutdoor Desktop Cooler Camping Air Appliances Local fast delivery,0,https://www.kilimall.co.ke/listing/1001338947-Generic-Portable-Electric-Fan-for-Laptop-Desktop-Cooling,,kilimall,Anonymous,
"Best price for HP EliteBook 830 G5&#x2F;6, Intel Core i5 8Th generation, Refurbished laptop ,8GB RAM &amp; 256 GB SSD Storage, FHD Color-Silver 1001765971",0,https://www.kilimall.co.ke/listing/1001765971-HP-EliteBook-830-G56-Intel-Core-i5-8Th-generation-Refurbished-laptop-8GB-RAM-256-GB-SSD-Storage-FHD,,kilimall,Anonymous,
Scarlett Steam Iron Box + FREE 2L Automatic Electric Kettle | Home Appliance Combo Offer Ironbox Water Heater Jug Fast Heating &amp; Auto Shut-Off,0,https://www.kilimall.co.ke/listing/2411567-Scarlett-Steam-Iron-2L-Electric-Kettle,,kilimall,Anonymous,
Best price for 🔥 FREE Mouse | Lenovo ThinkPad Yoga 11E x360 | Convertible 2 in 1 | 4 GB RAM | 128 GB SSD | Touchscreen | 1080p FHD | 12&#x27; Display | Reliable Business &amp; Studies Laptop. Color-Black 1001483278,0,https://www.kilimall.co.ke/listing/1001483278-FREE-Mouse-Lenovo-ThinkPad-Yoga-11E-x360-Convertible-2-in-1-4-GB-RAM-128-GB-SSD-Touchscreen-1080p-FHD-12-Display-Reliable-Business-Studies-Laptop,,kilimall,Anonymous,
Unbeatable kettle! flawless! satisfaction guaranteed! Five stars!!!,1,,,synthetic,synthetic_generator,
Best price for Touchscreen Refurbished Dell Latitude 3390 X360 2-in-1 Laptop Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inches FHD Display Refurbished Laptop Computer Notebook Color-Black 1001712034,0,https://www.kilimall.co.ke/listing/1001712034-Touchscreen-Refurbished-Dell-Latitude-3390-X360-2in1-Laptop-Intel-Core-i5-8th-Gen-8GB-RAM-256GB-SSD-133-Inches-FHD-Display-Refurbished-Laptop-Computer-Notebook,,kilimall,Anonymous,
"Perfect kettle 10/10!!! long lasting, limited time, and super fast delivery!!!",1,,,synthetic,synthetic_generator,
Best price for Electric Foldable Washing Machine 7.5Kg Compact Portable Laundry Washer Efficient Home Appliance for Small Apartments Dorms and Travel Size-7.5L Color-Green 1001538140,0,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer,,kilimall,Anonymous,
"AILYONS 2L Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Socket",0,https://www.kilimall.co.ke/listing/1001789995-AILYONS-2L-Electric-Kettle-Free-4Way-Extension-Cable-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Socket,,kilimall,Anonymous,
LIMETED TIME DEALS!!Samsung Galaxy A06 128GB+4GB MTK Helio G85 (12nm) 50MP Dual Camera 6.7&quot; Large Display 5000mAh 25W Type-C Charge Android 14 Smart Phones Side Fingerprint Unlock phone+FREEBIES,0,https://www.kilimall.co.ke/listing/1001031918-LIMETED-TIME-DEALSSamsung-Galaxy-A06-128GB4GB-MTK-Helio-G85-12nm-50MP-Dual-Camera-67-Large-Display-5000mAh-25W-TypeC-Charge-Android-14-Smart-Phones-Side-Fingerprint-Unlock-phoneFREEBIES,,kilimall,Anonymous,
Best price for BRAND NEW Samsung Galaxy A16 128GB+4GB 6.7&quot; Super AMOLED D 50MP Triple Camera Android 14 Mediatek Helio G99 5000mAh 25W Type-C Charge Smart Phones phone+FREE GIFTS Color-Black Storage-4+128gb 1001352979,0,https://www.kilimall.co.ke/listing/1001352979-Samsung-Galaxy-A16-128GB-Smartphone,,kilimall,Anonymous,
Unbeatable laptop! unique! top seller! Five stars!!!,1,,,synthetic,synthetic_generator,
Best price for LIMITED OFFERS!!! BRAND NEW SAMSUNG GALAXY A17 128GB&#x2F;256GB+4GB&#x2F;6GB&#x2F;8GB 6.7&quot; Super AMOLED Display 50MP Triple Camera Android 15 IP54 Waterproof 5000mAh 25W Type-C Charge AI Smart Phones phone Color-Blue Storage-4&#x2F;128 1001768450,0,https://www.kilimall.co.ke/listing/1001768450-LIMITED-OFFERS-BRAND-NEW-SAMSUNG-GALAXY-A17-128GB256GB4GB6GB8GB-67-Super-AMOLED-Display-50MP-Triple-Camera-Android-15-IP54-Waterproof-5000mAh-25W-TypeC-Charge-AI-Smart-Phones-phone,,kilimall,Anonymous,
implove on. Long lasting battery,0,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,03-06-2025,jumia,Festus,5 out of 5
This watch changed my life!!! exclusive. best ever. Order today!!!,1,,,synthetic,synthetic_generator,
Best price for (i7+16GB+256GB+13.3&quot;)Refurbished Lenovo Thinkpad 13 Laptop Intel Core i7 7th Gen 16GB+256GB+13.3&quot; Windows 11 Light Strong Student Professional Laptop great keyboard laptop Color-Black 1001726867,0,https://www.kilimall.co.ke/listing/1001726867-i716GB256GB133Refurbished-Lenovo-Thinkpad-13-Laptop-Intel-Core-i7-7th-Gen-16GB256GB133-Windows-11-Light-Strong-Student-Professional-Laptop-great-keyboard-laptop,,kilimall,Anonymous,
Infinix Hot 60i 8(4+4)GB RAM+128GB 6.7&#39;&#39; 120Hz 4G Slim Phone Dual SIM 5160mAh 45W Fast Charging 50MP Camera Side Fingerprint Lock IP64 Gyroscope G81 Ultimate One-Tap AI Smart Phones,0,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone,,kilimall,Anonymous,
Refurbished Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Refurbished Laptop With Windows 11 and Microsoft Office Installed Computer Notebook Refurbished Laptops,0,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,,kilimall,Anonymous,
"Best earbuds ever, highly rated. save big. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
Refurbished OPPO F11 A9 Smart Phone 128GB+6GB 6.5&quot; 4000mAh Fingerprint unlock phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone,0,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,,kilimall,Anonymous,
"Best shoe ever, next level. first class. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
"I like it. Fantastic,the phone is wow",0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-grey-297282731.html,02-02-2026,jumia,David,5 out of 5
"Best price for 2 burner Amaze stainless hob cooker. Amaze is a leading manufacturer of electronic home appliances. Their products are affordable, innovative, and durable. For every household and kitchen need. Color-Silver 1001774392",0,https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,,kilimall,Anonymous,
"2 burner Amaze stainless hob cooker. Amaze is a leading manufacturer of electronic home appliances. Their products are affordable, innovative, and durable. For every household and kitchen need.",0,https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,,kilimall,Anonymous,
"Best price for BEST IN MARKET🎇SILVER CREST New Germany Commercial Heavy Duty Blender 2 in 1 Blender 6500Watts🎀Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a Color-AS PICTURE Size-2.0L 1001526334",0,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,,kilimall,Anonymous,
"It typically features a 3-speed control panel, adjustable tilt, and wide o",0,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,,kilimall,Anonymous,
"It is a durable, high-quality, and energy-efficient home appliance designed for effective cooling.",0,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,,kilimall,Anonymous,
This watch changed my life!!! game-changer. premium. Order today!!!,1,,,synthetic,synthetic_generator,
Subscribe to our newsletter to get updates on our latest offers!,0,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,,kilimall,Anonymous,
Best price for [NEW ARRIVAL!!] TECNO SPARK 40 Pro 128GB +16(8+8GB) 6.78&quot; 120Hz Phone Dynamic Port 50MP Stereo Speaker 5200mAh 45W Type-C Dual SIM 4G Under Display Fingerprint SPARK 40 Pro Plus IP64 Smart Phones Color-Nebula Black Storage-128GB + 8GB 1001511971,0,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone,,kilimall,Anonymous,
your phone died even before i used. Try sell good phones,0,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html,22-12-2025,jumia,John ogode,1 out of 5
"Home appliances (fridge, TV, lights, fans)",0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,
"HP ProBook x360 11 G2 EE is a compact, versatile 11.6-inch 2-in-1 touchscreen laptop COI5 7TH GENERATION 8GBRAM 256GBSSD X360 TOUCHSCREEN",0,https://www.kilimall.co.ke/listing/1001747165-HP-ProBook-x360-11-G2-EE-is-a-compact-versatile-116inch-2in1-touchscreen-laptop-COI5-7TH-GENERATION-8GBRAM-256GBSSD-X360-TOUCHSCREEN,,kilimall,Anonymous,
This blender changed my life!!! flawless. authentic. Order today!!!,1,,,synthetic,synthetic_generator,
[Tech Week] Brand New Samsung Galaxy A06 64GB+4GB 50MP Camera 6.7&quot; 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 14 Smart Phones phone,0,https://www.kilimall.co.ke/listing/3054740-Samsung-Galaxy-A05-64GB-50MP-Camera,,kilimall,Anonymous,
Unbeatable fridge! life changing! awesome! Five stars!!!,1,,,synthetic,synthetic_generator,
"Best speaker ever, state of the art. long lasting. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
"Perfect shoe 10/10!!! life changing, hurry up, and super fast delivery!!!",1,,,synthetic,synthetic_generator,
on the products durability. The product was not good,0,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-android-smartphone-white-32gb3gbsingle-sim-refurbished-by-badili.-306464315.html,13-08-2025,jumia,juma,1 out of 5
Best price for New Mute Touch Mopping Robot Wireless Sweeping Wet And Dry All-In-One Cleaning Machine Smart Home Appliance Vacuum Cleaner Color-Black 2483968,0,https://www.kilimall.co.ke/listing/2483968-New-Mute-Touch-Mopping-Robot-Wireless-Sweeping-Wet-And-Dry-AllInOne-Cleaning-Machine-Smart-Home-Appliance-Vacuum-Cleaner,,kilimall,Anonymous,
"Best earbuds ever, must have. order today. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
Best price for ⭐ MEGA OFFER ⭐ – 1 PC Smartpro 180L Chest Freezer Deep Freezer Energy Saving Durable Home Appliance Color-as pictured 1001811009,0,https://www.kilimall.co.ke/listing/1001811009-MEGA-OFFER-1-PC-Smartpro-180L-Chest-Freezer-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,,kilimall,Anonymous,
"Ships from Parklands/highridge , select an address to view delivery times.",0,https://www.kilimall.co.ke/listing/1001130860-Limited-Time-Offer-Hp-Notebook-250G6-Intel-Pentium-8GB-RAM-256GB-SSD-Storage-156-Inch-Screen-Size-With-Windows-and-Office-Installed-Refurbished-Computer-Notebook-Laptop,,kilimall,Anonymous,
This shoe changed my life!!! limited stock. durable. Order today!!!,1,,,synthetic,synthetic_generator,
"Best price for P 840 G3 laptop, Core i5 6th Gen laptop, HP business laptop, student laptop, office laptop, refurbished HP laptop, 8GB RAM laptop, 256GB SSD laptop, Windows 11 Pro laptop, affordable laptop Kenya Color-Silver 1001713236",0,https://www.kilimall.co.ke/listing/1001713236-P-840-G3-laptop-Core-i5-6th-Gen-laptop-HP-business-laptop-student-laptop-office-laptop-refurbished-HP-laptop-8GB-RAM-laptop-256GB-SSD-laptop-Windows-11-Pro-laptop-affordable-laptop-Kenya,,kilimall,Anonymous,
Unbeatable blender! top-notch! next level! Five stars!!!,1,,,synthetic,synthetic_generator,
6 Pcs Official Men Shirts Cotton Long Sleeve HIGH QUALITY OFFICIAL SHHIRTS STOCK CLEARANCE OFFER,0,https://www.kilimall.co.ke/listing/10005191405,,kilimall,Anonymous,
Refurbished Hp ProBook 645 G4 ryzen 3 7TH GEN 2.5GHz | 8GB RAM | 256GB SSD |14inch HD screen Display Refurbished Hp Laptop Computer | Notebook,0,https://www.kilimall.co.ke/listing/1001731565-Refurbished-Hp-ProBook-645-G4-ryzen-3-7TH-GEN-25GHz-8GB-RAM-256GB-SSD-14inch-HD-screen-Display-Refurbished-Hp-Laptop-Computer-Notebook,,kilimall,Anonymous,
"I like it. &quot;I absolutely love my new headphones from Jumia! The sound quality is phenomenal – super crisp and rich bass. They're incredibly comfortable for long use and have a sleek, durable design. Amazing battery life and easy to connect, they offer excellent value for the price. Highly recommend!",0,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,29-10-2025,jumia,Micknary,5 out of 5
Best price for Refurbished ThinkPad Yoga 11e Touch Screen x360 Intel Celeron 4GB Ram 128GB SSD 11.6 inches Laptop Color-Black 1001773856,0,https://www.kilimall.co.ke/listing/1001773856-Refurbished-ThinkPad-Yoga-11e-Touch-Screen-x360-Intel-Celeron-4GB-Ram-128GB-SSD-116-inches-Laptop,,kilimall,Anonymous,
Best price for Special Offer Refurbished Lenovo ThinkPad T470s Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD 14&#x27;&#x27; Inch Refurbished Laptops Windows 10 pro and Microsoft Office Installed Computer Notebook Color-Black 1001712071,0,https://www.kilimall.co.ke/listing/1001712071-Special-Offer-Refurbished-Lenovo-ThinkPad-T470s-Laptop-Intel-Core-i5-7th-Gen-8GB-RAM-256GB-SSD-14-Inch-Refurbished-Laptops-Windows-10-pro-and-Microsoft-Office-Installed-Computer-Notebook,,kilimall,Anonymous,
This kettle changed my life!!! best-selling. worth every penny. Order today!!!,1,,,synthetic,synthetic_generator,
"Amaze 3 burner table top cooker. AMAZE is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need.",0,https://www.kilimall.co.ke/listing/1001774384-Amaze-3-burner-table-top-cooker-AMAZE-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,,kilimall,Anonymous,
"Best price for LIMITED MEGA DEALS🔥🔥 !!! CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C Color-White 1001582808",0,https://www.kilimall.co.ke/listing/1001582808-CALUS-C16-Pro-Max-64GB-Smartphone,,kilimall,Anonymous,
"Perfect earbuds 10/10!!! add-to-cart, cutting edge, and super fast delivery!!!",1,,,synthetic,synthetic_generator,
This bag changed my life!!! order today. cheapest. Order today!!!,1,,,synthetic,synthetic_generator,
Exactly what i ordered. A good phone arrived in good time.Works perfectly,0,https://www.jumia.co.ke/itel-it2165-wireless-fm-torch-1000mah-dual-sim-phone-blue-326602975.html,26-01-2026,jumia,MIKE MWANGI,5 out of 5
Best Of All Time. This Buds are a definition of good engineering and tuning. Kudos to whoever came up with this buds. Try them and you'll thank me later buddy. Sound quality is on apple level and more but with itel price ✌❤,0,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html,23-12-2025,jumia,Arika,5 out of 5
REFURBISHED Fujitsu Lifebook U938/937B Laptop Intel Core i5 8th Gen - 8GB RAM 128GB SSD 13.3” Full HD Display Windows 10 Lightweight Business Notebook Laptop,0,https://www.kilimall.co.ke/listing/1001117131-FUJITSU-Lifebook-U939-Laptop,,kilimall,Anonymous,
A solid phone. Keeps power for 2 weeks on standby,0,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html,04-02-2026,jumia,James,5 out of 5
* Solar backup &amp; inverters,0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,
"Best price for 【Limited Offer】Euroken EK-26LC24T2 24&quot; Inch With CAST TV function Full Screen Display Television Ac&#x2F;dc Digital Led Tv With Inbuilt Decoder For Local Channels Wide Color Enhancer, Usb Hdmi Ports Size-24 inch 1001097629",0,https://www.kilimall.co.ke/listing/1001097629-EUROKEN-EK26LC24T2-24-LED-TV,,kilimall,Anonymous,
50/50. The product sound is top notch! ✨,0,https://www.jumia.co.ke/itel-tws-budsfire-super-bass-earpods-6-hours-battery-life-bt-version-5.3-type-c-charging-10m-wireless-range-touch-control-silver-275345104.html,,jumia,Anonymous,4 out of 5
XIAOMI Redmi 14C 128GB Storage Up to 8GB Ram 50MP AI Dual Camera Immersive 6.88&quot; HD+ Display Up to 120Hz Refresh Rate Dual Sim 5160mAh Type Battery Elegant Glass Back Cover Smart Phone,0,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone,,kilimall,Anonymous,
"Best price for Baby Fruit Feeder &amp; Silicone Pacifier Set | BPA-Free, Food-Grade for Safe Sucking &amp; Teething Relief | All-in-One Feeder Soother for 0-3 Years Color-Brown 1001697831",0,https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,,kilimall,Anonymous,
Tecno Spark 40 AI 128GB + 8GB(4+4) 6.67&#39;&#39; Screen 50MP Main Camera 8MP Front Camera 45W Super Charging Fingerprint Infrared Remote Control Free Cover IP64 Waterproof Smart Phones,0,https://www.kilimall.co.ke/listing/1001347735-TECNO-Spark-40-AI-Smartphone,,kilimall,Anonymous,
This kettle changed my life!!! money back. limited stock. Order today!!!,1,,,synthetic,synthetic_generator,
Electric Foldable Washing Machine 7.5Kg Compact Portable Laundry Washer Efficient Home Appliance for Small Apartments Dorms and Travel,0,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer,,kilimall,Anonymous,
"【Limited Offer】Euroken EK-26LC24T2 24&quot; Inch With CAST TV function Full Screen Display Television Ac/dc Digital Led Tv With Inbuilt Decoder For Local Channels Wide Color Enhancer, Usb Hdmi Ports",0,https://www.kilimall.co.ke/listing/1001097629-EUROKEN-EK26LC24T2-24-LED-TV,,kilimall,Anonymous,
Colorful LED Lamp Electric Kettle 2L Kitchen Home Appliance BPA Free Interior Safe Material Kettle,0,https://www.kilimall.co.ke/listing/1001778454-Colorful-LED-Lamp-Electric-Kettle-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Kettle,,kilimall,Anonymous,
Unbeatable laptop! genuine! best seller! Five stars!!!,1,,,synthetic,synthetic_generator,
"Best price for NEW ARRIVAL CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C CHARGER Phone Smart Phone Color-Black Storage-64gb +5gb 1001172769",0,https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone,,kilimall,Anonymous,
"Fridge &amp; TV Guard(13 Amps) Amp Power Protection for TVs, Refrigerators, and Home Appliances",0,https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,,kilimall,Anonymous,
Best price for REFURBISHED Fujitsu Lifebook U938&#x2F;937B Laptop Intel Core i5 8th Gen - 8GB RAM 128GB SSD 13.3” Full HD Display Windows 10 Lightweight Business Notebook Laptop Color-Black 1001117131,0,https://www.kilimall.co.ke/listing/1001117131-FUJITSU-Lifebook-U939-Laptop,,kilimall,Anonymous,
Best price for 6 Pcs Official Men Shirts Cotton Long Sleeve HIGH QUALITY OFFICIAL SHHIRTS STOCK CLEARANCE OFFER Color-as in picture Size-L 1001707224,0,https://www.kilimall.co.ke/listing/10005191405,,kilimall,Anonymous,
AMAZING speaker!!! must-have and next level! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,
Refurbished FUJITSU U938 Laptop Core i5 7th Generation 2.75 GHz 8 GB RAM 256GB SSD 13.3 inch Full HD Display Ultra-Light 22 lbs Windows 10 Pro HDMI USB Ethernet ports,0,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports,,kilimall,Anonymous,
"BEST IN MARKET🎇SILVER CREST New Germany Commercial Heavy Duty Blender 2 in 1 Blender 6500Watts🎀Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a",0,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,,kilimall,Anonymous,
"Best price for Itel A90 128GB+12(4+8)GB RAM 6.6“ 90HZ Display Phone Dual SIM 4G Network 13MP Camera Fingerprint Unlock 15W 5000 mAh Battery Android 14 Smart Phones+ FREE GIFTS(WATCH,POWERBANK ,SPEAKER +EARPODS) Color-space titunium Storage-128GB + 12GB (4+8)GB 1001758698",0,https://www.kilimall.co.ke/listing/1001758698-Itel-A90-128GB1248GB-RAM-66-90HZ-Display-Phone-Dual-SIM-4G-Network-13MP-Camera-Fingerprint-Unlock-15W-5000-mAh-Battery-Android-14-Smart-Phones-FREE-GIFTSWATCHPOWERBANK-SPEAKER-EARPODS,,kilimall,Anonymous,
[NEW ARRIVAL!!] TECNO SPARK 40 Pro 128GB +16(8+8GB) 6.78&quot; 120Hz Phone Dynamic Port 50MP Stereo Speaker 5200mAh 45W Type-C Dual SIM 4G Under Display Fingerprint SPARK 40 Pro Plus IP64 Smart Phones,0,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone,,kilimall,Anonymous,
TOSHIBA R63 Refurbished Ultra-Slim Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD Affordable Performance &amp; Portability 13.3 INCH HD display Laptop windows 11 OS good for Business and student laptop,0,https://www.kilimall.co.ke/listing/1001023450-TOSHIBA-R63-i5-Laptop-133,,kilimall,Anonymous,
"Best shoe ever, add-to-cart. excellent. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
"Best price for Fridge &amp; TV Guard(13 Amps) Amp Power Protection for TVs, Refrigerators, and Home Appliances Size-13amps 1001801207",0,https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,,kilimall,Anonymous,
"AILYONS 2 L Electric Kettle + FREE 4 WAY SOCKET EXTENSION CABLE – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Ailyon",0,https://www.kilimall.co.ke/listing/1001790001-AILYONS-2-L-Electric-Kettle-FREE-4-WAY-SOCKET-EXTENSION-CABLE-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Ailyon,,kilimall,Anonymous,
long lasting single charge batterry. The single charge can last for days,0,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-grey-25-months-warranty.-325670447.html,12-01-2026,jumia,Simon,5 out of 5
"Ramtons sandwich maker tooster Ramtons is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need, Ramtons h",0,https://www.kilimall.co.ke/listing/1001792375-Ramtons-sandwich-maker-tooster-Ramtons-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need-Ramtons-h,,kilimall,Anonymous,
"Best laptop ever, luxury. brand new. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
"Best blender ever, risk-free. money-back. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,
