text,label,source_url,date,platform,user,rating,record_id
"Best price for HP EliteBook 830 G5&#x2F;6, Intel Core i5 8Th generation, Refurbished laptop ,8GB RAM &amp; 256 GB SSD Storage, FHD Color-Silver 1001765971",0,https://www.kilimall.co.ke/listing/1001765971-HP-EliteBook-830-G56-Intel-Core-i5-8Th-generation-Refurbished-laptop-8GB-RAM-256-GB-SSD-Storage-FHD,,kilimall,Anonymous,,r0000149
Low quality. Improve on providing good quality to customer. Focus on customer centricity not making money. It cannot create a Google account due to network problems,0,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,09-01-2026,jumia,Urbanus,1 out of 5,r0000152
Unbeatable kettle! flawless! satisfaction guaranteed! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000153
"Perfect kettle 10/10!!! long lasting, limited time, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000156
"Battery life so good. I got this phone specially for battery, and it has surpassed my expectations. Charges to full battery in 30 mins and lasts so long",0,https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-6gb-ram-128gb-6000mah-black-25-months-warranty-325507985.html,26-02-2026,jumia,Betta,5 out of 5,r0000158
"AILYONS 2L Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Socket",0,https://www.kilimall.co.ke/listing/1001789995-AILYONS-2L-Electric-Kettle-Free-4Way-Extension-Cable-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Socket,,kilimall,Anonymous,,r0000159
LIMETED TIME DEALS!!Samsung Galaxy A06 128GB+4GB MTK Helio G85 (12nm) 50MP Dual Camera 6.7&quot; Large Display 5000mAh 25W Type-C Charge Android 14 Smart Phones Side Fingerprint Unlock phone+FREEBIES,0,https://www.kilimall.co.ke/listing/1001031918-LIMETED-TIME-DEALSSamsung-Galaxy-A06-128GB4GB-MTK-Helio-G85-12nm-50MP-Dual-Camera-67-Large-Display-5000mAh-25W-TypeC-Charge-Android-14-Smart-Phones-Side-Fingerprint-Unlock-phoneFREEBIES,,kilimall,Anonymous,,r0000160
Unbeatable laptop! unique! top seller! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000162
Best price for LIMITED OFFERS!!! BRAND NEW SAMSUNG GALAXY A17 128GB&#x2F;256GB+4GB&#x2F;6GB&#x2F;8GB 6.7&quot; Super AMOLED Display 50MP Triple Camera Android 15 IP54 Waterproof 5000mAh 25W Type-C Charge AI Smart Phones phone Color-Blue Storage-4&#x2F;128 1001768450,0,https://www.kilimall.co.ke/listing/1001768450-LIMITED-OFFERS-BRAND-NEW-SAMSUNG-GALAXY-A17-128GB256GB4GB6GB8GB-67-Super-AMOLED-Display-50MP-Triple-Camera-Android-15-IP54-Waterproof-5000mAh-25W-TypeC-Charge-AI-Smart-Phones-phone,,kilimall,Anonymous,,r0000163
implove on. Long lasting battery,0,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,03-06-2025,jumia,Festus,5 out of 5,r0000164
This watch changed my life!!! exclusive. best ever. Order today!!!,1,,,synthetic,synthetic_generator,,r0000165
Infinix Hot 60i 8(4+4)GB RAM+128GB 6.7&#39;&#39; 120Hz 4G Slim Phone Dual SIM 5160mAh 45W Fast Charging 50MP Camera Side Fingerprint Lock IP64 Gyroscope G81 Ultimate One-Tap AI Smart Phones,0,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone,,kilimall,Anonymous,,r0000167
i hate it. It doesnt work at all,0,https://www.jumia.co.ke/gueeton-stereo-f9-bluetooth-earphone-power-headset-35221857.html,05-03-2026,jumia,Threemer,1 out of 5,r0000168
"Very sufficient. It's an amazing tablet,my daughters loved them.. I can confidently recommend it to anyone",0,https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html,12-12-2025,jumia,Sarah,5 out of 5,r0000169
Refurbished Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Refurbished Laptop With Windows 11 and Microsoft Office Installed Computer Notebook Refurbished Laptops,0,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,,kilimall,Anonymous,,r0000170
"Best earbuds ever, highly rated. save big. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000171
"techno spark 40. Those gifts were useless, but the phone itself is good",0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html,23-02-2026,jumia,Benard,3 out of 5,r0000174
Refurbished OPPO F11 A9 Smart Phone 128GB+6GB 6.5&quot; 4000mAh Fingerprint unlock phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone,0,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,,kilimall,Anonymous,,r0000175
"Best shoe ever, next level. first class. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000176
"I like it. For the price, the watch delivers very well in function and usability. Looks like other more premium smart watches in the market",0,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,06-03-2026,jumia,Anthony,4 out of 5,r0000177
"I like it. Fantastic,the phone is wow",0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-grey-297282731.html,02-02-2026,jumia,David,5 out of 5,r0000178
Good. Long lasting and perfect,0,https://www.jumia.co.ke/kuhl-kuhl-k1-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556329.html,26-02-2026,jumia,John,5 out of 5,r0000180
"I love it. The device is amazing, delivery was on time, system update is timely, it is tailored to offer you the best of features only found on pricey brands. I did not get the free gift ???? though!!!",0,https://www.jumia.co.ke/infinix-note-50-pro-6.78-8gb-ram-256gb-dual-sim-5200mah-shadow-black-free-gift-1yr-wrty-316949276.html,02-03-2026,jumia,MATHEW,5 out of 5,r0000181
good. Only lacks some small key features,0,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html,04-03-2026,jumia,Godwin,3 out of 5,r0000182
"Best price for BEST IN MARKET🎇SILVER CREST New Germany Commercial Heavy Duty Blender 2 in 1 Blender 6500Watts🎀Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a Color-AS PICTURE Size-2.0L 1001526334",0,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,,kilimall,Anonymous,,r0000185
"It typically features a 3-speed control panel, adjustable tilt, and wide o",0,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,,kilimall,Anonymous,,r0000186
it is a good commodity. Very good,0,https://www.jumia.co.ke/htc3288qs-32-inch-qled-smart-android-tv-black1yr-wrty-vitron-mpg9595721.html,02-03-2026,jumia,Stephen,5 out of 5,r0000187
"It is a durable, high-quality, and energy-efficient home appliance designed for effective cooling.",0,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,,kilimall,Anonymous,,r0000188
This watch changed my life!!! game-changer. premium. Order today!!!,1,,,synthetic,synthetic_generator,,r0000189
"Not satisfying. The watch has no charger, phone with no casing nor charger head",0,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-dual-sim-50mp-camera-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-youblack-314947615.html,09-02-2026,jumia,John,1 out of 5,r0000190
superb. product was exactly as it was advertised.loved it,0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,04-03-2026,jumia,Vivian,5 out of 5,r0000191
quality. This product needs to improve on its quality,0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html,23-02-2026,jumia,Jotham,2 out of 5,r0000194
your phone died even before i used. Try sell good phones,0,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html,22-12-2025,jumia,John ogode,1 out of 5,r0000195
mmmh!!. So far it's not bad,0,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html,04-03-2026,jumia,Stanley,4 out of 5,r0000196
Wouldn't recommend. Its stopped charging but had good soind,0,https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html,13-02-2026,jumia,Benta,2 out of 5,r0000197
"Home appliances (fridge, TV, lights, fans)",0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,,r0000199
[Tech Week] Brand New Samsung Galaxy A06 64GB+4GB 50MP Camera 6.7&quot; 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 14 Smart Phones phone,0,https://www.kilimall.co.ke/listing/3054740-Samsung-Galaxy-A05-64GB-50MP-Camera,,kilimall,Anonymous,,r0000204
Unbeatable fridge! life changing! awesome! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000205
"Perfect shoe 10/10!!! life changing, hurry up, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000207
on the products durability. The product was not good,0,https://www.jumia.co.ke/renewed-samsung-galaxy-a20-android-smartphone-white-32gb3gbsingle-sim-refurbished-by-badili.-306464315.html,13-08-2025,jumia,juma,1 out of 5,r0000208
Best price for ⭐ MEGA OFFER ⭐ – 1 PC Smartpro 180L Chest Freezer Deep Freezer Energy Saving Durable Home Appliance Color-as pictured 1001811009,0,https://www.kilimall.co.ke/listing/1001811009-MEGA-OFFER-1-PC-Smartpro-180L-Chest-Freezer-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,,kilimall,Anonymous,,r0000211
"Ships from Parklands/highridge , select an address to view delivery times.",0,https://www.kilimall.co.ke/listing/1001130860-Limited-Time-Offer-Hp-Notebook-250G6-Intel-Pentium-8GB-RAM-256GB-SSD-Storage-156-Inch-Screen-Size-With-Windows-and-Office-Installed-Refurbished-Computer-Notebook-Laptop,,kilimall,Anonymous,,r0000212
"Best price for P 840 G3 laptop, Core i5 6th Gen laptop, HP business laptop, student laptop, office laptop, refurbished HP laptop, 8GB RAM laptop, 256GB SSD laptop, Windows 11 Pro laptop, affordable laptop Kenya Color-Silver 1001713236",0,https://www.kilimall.co.ke/listing/1001713236-P-840-G3-laptop-Core-i5-6th-Gen-laptop-HP-business-laptop-student-laptop-office-laptop-refurbished-HP-laptop-8GB-RAM-laptop-256GB-SSD-laptop-Windows-11-Pro-laptop-affordable-laptop-Kenya,,kilimall,Anonymous,,r0000214
Does not sign in Google servers. Make it be able to sign into Google,0,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,05-02-2026,jumia,Jacob,1 out of 5,r0000217
6 Pcs Official Men Shirts Cotton Long Sleeve HIGH QUALITY OFFICIAL SHHIRTS STOCK CLEARANCE OFFER,0,https://www.kilimall.co.ke/listing/10005191405,,kilimall,Anonymous,,r0000219
"I like it. &quot;I absolutely love my new headphones from Jumia! The sound quality is phenomenal – super crisp and rich bass. They're incredibly comfortable for long use and have a sleek, durable design. Amazing battery life and easy to connect, they offer excellent value for the price. Highly recommend!",0,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,29-10-2025,jumia,Micknary,5 out of 5,r0000221
Best price for Refurbished ThinkPad Yoga 11e Touch Screen x360 Intel Celeron 4GB Ram 128GB SSD 11.6 inches Laptop Color-Black 1001773856,0,https://www.kilimall.co.ke/listing/1001773856-Refurbished-ThinkPad-Yoga-11e-Touch-Screen-x360-Intel-Celeron-4GB-Ram-128GB-SSD-116-inches-Laptop,,kilimall,Anonymous,,r0000222
Best price for Special Offer Refurbished Lenovo ThinkPad T470s Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD 14&#x27;&#x27; Inch Refurbished Laptops Windows 10 pro and Microsoft Office Installed Computer Notebook Color-Black 1001712071,0,https://www.kilimall.co.ke/listing/1001712071-Special-Offer-Refurbished-Lenovo-ThinkPad-T470s-Laptop-Intel-Core-i5-7th-Gen-8GB-RAM-256GB-SSD-14-Inch-Refurbished-Laptops-Windows-10-pro-and-Microsoft-Office-Installed-Computer-Notebook,,kilimall,Anonymous,,r0000223
"Perfect earbuds 10/10!!! add-to-cart, cutting edge, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000227
This bag changed my life!!! order today. cheapest. Order today!!!,1,,,synthetic,synthetic_generator,,r0000228
I like it. It's good and great it's a real stuff ????,0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,02-03-2026,jumia,Kevin,4 out of 5,r0000230
Exactly what i ordered. A good phone arrived in good time.Works perfectly,0,https://www.jumia.co.ke/itel-it2165-wireless-fm-torch-1000mah-dual-sim-phone-blue-326602975.html,26-01-2026,jumia,MIKE MWANGI,5 out of 5,r0000231
Best Of All Time. This Buds are a definition of good engineering and tuning. Kudos to whoever came up with this buds. Try them and you'll thank me later buddy. Sound quality is on apple level and more but with itel price ✌❤,0,https://www.jumia.co.ke/itel-tws-budsplay-earbuds-4-mic-enc-calls-45ms-ultra-low-latency-360-degree-super-bass-technology-gaming-mode-co-branded-boomplay-321599461.html,23-12-2025,jumia,Arika,5 out of 5,r0000232
its efficient. It's a nice product,0,https://www.jumia.co.ke/richripple-sports-bluetooth-into-the-ear-neck-hanging-type-running-stereo-large-capacity-wireless-earphone-179381069.html,05-03-2026,jumia,Esther wanjiru,5 out of 5,r0000234
I love it. Working effectively just what I ordered,0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,02-03-2026,jumia,Kim,4 out of 5,r0000236
improvisation. The fingerprint ???? should be on the screen,0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html,26-01-2026,jumia,Kevine,4 out of 5,r0000237
"Good. Overall works well,keeps charge",0,https://www.jumia.co.ke/oraimo-watch-nova-2-2.01-amoled-screen-smart-watch-325730826.html,26-02-2026,jumia,Rose,5 out of 5,r0000238
Don't like it. Can't talk with someone on call,0,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html,02-03-2026,jumia,VIKE,5 out of 5,r0000239
A solid phone. Keeps power for 2 weeks on standby,0,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html,04-02-2026,jumia,James,5 out of 5,r0000240
* Solar backup &amp; inverters,0,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,,kilimall,Anonymous,,r0000241
"Love them all. The phone is amazing, all specs are accurate and works seamlessly",0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html,04-03-2026,jumia,Peter,5 out of 5,r0000243
Loving the color. It is exactly what I ordered,0,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,05-03-2026,jumia,Doreen,5 out of 5,r0000245
XIAOMI Redmi 14C 128GB Storage Up to 8GB Ram 50MP AI Dual Camera Immersive 6.88&quot; HD+ Display Up to 120Hz Refresh Rate Dual Sim 5160mAh Type Battery Elegant Glass Back Cover Smart Phone,0,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone,,kilimall,Anonymous,,r0000246
"Best price for Baby Fruit Feeder &amp; Silicone Pacifier Set | BPA-Free, Food-Grade for Safe Sucking &amp; Teething Relief | All-in-One Feeder Soother for 0-3 Years Color-Brown 1001697831",0,https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown,,kilimall,Anonymous,,r0000247
This kettle changed my life!!! money back. limited stock. Order today!!!,1,,,synthetic,synthetic_generator,,r0000249
Colorful LED Lamp Electric Kettle 2L Kitchen Home Appliance BPA Free Interior Safe Material Kettle,0,https://www.kilimall.co.ke/listing/1001778454-Colorful-LED-Lamp-Electric-Kettle-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Kettle,,kilimall,Anonymous,,r0000254
"Good,. It a good buy, the case is not leather. It's working well",0,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,16-02-2026,jumia,Samuel,3 out of 5,r0000255
Unbeatable laptop! genuine! best seller! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000256
Not bad. Working well though never received earphones,0,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-black-1yr-wrty-325385282.html,27-02-2026,jumia,John,3 out of 5,r0000257
"Best price for NEW ARRIVAL CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C CHARGER Phone Smart Phone Color-Black Storage-64gb +5gb 1001172769",0,https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone,,kilimall,Anonymous,,r0000258
"Fridge &amp; TV Guard(13 Amps) Amp Power Protection for TVs, Refrigerators, and Home Appliances",0,https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,,kilimall,Anonymous,,r0000259
Best price for 6 Pcs Official Men Shirts Cotton Long Sleeve HIGH QUALITY OFFICIAL SHHIRTS STOCK CLEARANCE OFFER Color-as in picture Size-L 1001707224,0,https://www.kilimall.co.ke/listing/10005191405,,kilimall,Anonymous,,r0000261
AMAZING speaker!!! must-have and next level! Buy now and thank me later!!!,1,,,synthetic,synthetic_generator,,r0000262
Refurbished FUJITSU U938 Laptop Core i5 7th Generation 2.75 GHz 8 GB RAM 256GB SSD 13.3 inch Full HD Display Ultra-Light 22 lbs Windows 10 Pro HDMI USB Ethernet ports,0,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports,,kilimall,Anonymous,,r0000263
"gifts fake. Though the gifts are fake,the phone is good",0,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html,06-03-2026,jumia,Zipporah,5 out of 5,r0000264
"BEST IN MARKET🎇SILVER CREST New Germany Commercial Heavy Duty Blender 2 in 1 Blender 6500Watts🎀Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a",0,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,,kilimall,Anonymous,,r0000265
"Best price for Itel A90 128GB+12(4+8)GB RAM 6.6“ 90HZ Display Phone Dual SIM 4G Network 13MP Camera Fingerprint Unlock 15W 5000 mAh Battery Android 14 Smart Phones+ FREE GIFTS(WATCH,POWERBANK ,SPEAKER +EARPODS) Color-space titunium Storage-128GB + 12GB (4+8)GB 1001758698",0,https://www.kilimall.co.ke/listing/1001758698-Itel-A90-128GB1248GB-RAM-66-90HZ-Display-Phone-Dual-SIM-4G-Network-13MP-Camera-Fingerprint-Unlock-15W-5000-mAh-Battery-Android-14-Smart-Phones-FREE-GIFTSWATCHPOWERBANK-SPEAKER-EARPODS,,kilimall,Anonymous,,r0000266
Good phone. Great phone generally. Worth the price,0,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,09-02-2026,jumia,PWK,5 out of 5,r0000267
The watch has no charger. The watch was garbage and it didn't have any charger,0,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-dual-sim-50mp-5000mah-black-free-gifts-airpods-smart-watch-powerbank-297282814.html,02-03-2026,jumia,Beatrice,1 out of 5,r0000268
50/50. they have good sound for the price but if you have big/sensitive ears they may not be the best fit,0,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html,,jumia,Anonymous,3 out of 5,r0000270
TOSHIBA R63 Refurbished Ultra-Slim Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD Affordable Performance &amp; Portability 13.3 INCH HD display Laptop windows 11 OS good for Business and student laptop,0,https://www.kilimall.co.ke/listing/1001023450-TOSHIBA-R63-i5-Laptop-133,,kilimall,Anonymous,,r0000271
Its superb.. The item has all the features i was looking for,0,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,04-03-2026,jumia,Stephen,5 out of 5,r0000273
"Best price for Fridge &amp; TV Guard(13 Amps) Amp Power Protection for TVs, Refrigerators, and Home Appliances Size-13amps 1001801207",0,https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,,kilimall,Anonymous,,r0000274
"AILYONS 2 L Electric Kettle + FREE 4 WAY SOCKET EXTENSION CABLE – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Ailyon",0,https://www.kilimall.co.ke/listing/1001790001-AILYONS-2-L-Electric-Kettle-FREE-4-WAY-SOCKET-EXTENSION-CABLE-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Ailyon,,kilimall,Anonymous,,r0000275
"Ramtons sandwich maker tooster Ramtons is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need, Ramtons h",0,https://www.kilimall.co.ke/listing/1001792375-Ramtons-sandwich-maker-tooster-Ramtons-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need-Ramtons-h,,kilimall,Anonymous,,r0000277
"Best blender ever, risk-free. money-back. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000279
"【Limited Offer】 EUROKEN HS-26LC24T2 24&quot; INCH FULL SCREEN DISPLAY TELEVISION AC/DC DIGITAL LED TV WITH INBUILT DECODER FOR LOCAL CHANNELS WIDE COLOR ENHANCER, USB HDMI PORTS",0,https://www.kilimall.co.ke/listing/1001653297-EUROKEN-HS26LC24T2-24-LED-TV,,kilimall,Anonymous,,r0000280
"Perfect shoe 10/10!!! unbelievable, special deal, and super fast delivery!!!",1,,,synthetic,synthetic_generator,,r0000281
"Best earbuds ever, special. top quality. Don't miss this deal!!!",1,,,synthetic,synthetic_generator,,r0000282
VITRON Lyons Volsmart IPCONE Hisense GLD,0,https://www.kilimall.co.ke/listing/1001008317-Samsung-Galaxy-A16-128GB-Smartphone,,kilimall,Anonymous,,r0000283
Fast Charger. Good and fast charger,0,https://www.jumia.co.ke/oraimo-highway-15-15.5w-car-charger-with-3-in-1-cable-263386522.html,09-12-2025,jumia,Paul,5 out of 5,r0000286
Best price for LIMITED TIME DEAL!!Samsung Galaxy A07 128GB+4GB 6.7&quot; 90Hz PLS LCD Display (50+2)MP Camera 5000mAh Battery 25W Dual SIM Fingerprint Galaxy A07 AI Smartphone Smart phones+FREEBIES Color-Green Storage-64GB 1001636578,0,https://www.kilimall.co.ke/listing/1001636578-Samsung-Galaxy-A07-128GB-Smartphone,,kilimall,Anonymous,,r0000287
Best price for Colorful LED Lamp Electric Kettle 2L Kitchen Home Appliance BPA Free Interior Safe Material Kettle Color-Multicolor 1001778454,0,https://www.kilimall.co.ke/listing/1001778454-Colorful-LED-Lamp-Electric-Kettle-2L-Kitchen-Home-Appliance-BPA-Free-Interior-Safe-Material-Kettle,,kilimall,Anonymous,,r0000290
Unbeatable speaker! official! high quality! Five stars!!!,1,,,synthetic,synthetic_generator,,r0000291
Best price for CLEARING SALE&gt;&gt;&gt;&gt;EXTENSION ; 4 WAY EXTENSION WHITE WITH A 3M LONG CABLE WHICH CAN WITHHOLD ALL HOME APPLIANCES Color-White 1001729462,0,https://www.kilimall.co.ke/listing/1001729462-CLEARING-SALEEXTENSION-4-WAY-EXTENSION-WHITE-WITH-A-3M-LONG-CABLE-WHICH-CAN-WITHHOLD-ALL-HOME-APPLIANCES,,kilimall,Anonymous,,r0000292
Best price for XIAOMI Redmi 14C 128GB Storage Up to 8GB Ram 50MP AI Dual Camera Immersive 6.88&quot; HD+ Display Up to 120Hz Refresh Rate Dual Sim 5160mAh Type Battery Elegant Glass Back Cover Smart Phone Color-Midnight Black Storage-128GB + 4GB 1000332494,0,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone,,kilimall,Anonymous,,r0000294
Good. Powerbank is a dump,0,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,05-01-2026,jumia,Alvin Githua,5 out of 5,r0000295
Vitron 43 inch QLED Smart TV HTC4300QFS Android Bluetooth Television Full HD Frameless TV with Netflix Youtube Television 1G+8G,0,https://www.kilimall.co.ke/listing/2325142-Vitron-43-QLED-Smart-TV-HTC4300QFS,,kilimall,Anonymous,,r0000296
