text,label,platform,source_url,user,date,rating,label_source
Best price for Tecno Spark 40 AI 128GB + 8GB(4+4) 6.67&#x27;&#x27; Screen 50MP Main Camera 8MP Front Camera 45W Super Charging Fingerprint Infrared Remote Control Free Cover IP64 Waterproof Smart Phones Color-titanium grey Storage-128GB+ 8(4+4 )GB 1001347735,0,kilimall,https://www.kilimall.co.ke/listing/1001347735-TECNO-Spark-40-AI-Smartphone,Anonymous,,,scraped_review
Best price for Vestwoods Lithium Battery by Haier,0,kilimall,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,Anonymous,,,scraped_review
AMAZING speaker!!! top rated and shop now! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Best kettle ever, hot deal. must have. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
I like it. It's of it's best product.... I doesn't consume power and powerful Voice,0,jumia,https://www.jumia.co.ke/richripple-m10-led-display-bluetooth-headsets-9d-stereo-wireless-earphones-black-179381044.html,Hezron,04-03-2026,5 out of 5,scraped_review
"Best laptop ever, must-have. game-changer. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
⚡ Protect Your TV &amp; Fridge Today! 13A Surge Guard – Voltage Protection for Home Appliances 🛡🔌,0,kilimall,https://www.kilimall.co.ke/listing/1001815702-Protect-Your-TV-Fridge-Today-13A-Surge-Guard-Voltage-Protection-for-Home-Appliances,Anonymous,,,scraped_review
【LIMITED OFFER】 Euroken Euro65-3+1E-E 60l Home Improvement Free Standing Cooker 3 Gas +1 Hotplate Kitchen Appliance With Electric Oven - 60x65cm,0,kilimall,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,Anonymous,,,scraped_review
Best price for Infinix Hot 60i 256GB+16(8+8)GB 6.7&quot; 120Hz 4G Slim Phone Dual SIM 5160mAh 45W Fast Charging 50MP Camera Fingerprint Lock IP64 Gyroscope G81 Ultimate One-Tap AI Smart Phones Color-Sleek Black Storage-8GB+256GB 1001361489,0,kilimall,https://www.kilimall.co.ke/listing/1001361489-Infinix-Hot-60i-256GB-Smartphone,Anonymous,,,scraped_review
Super Bass. It keeps power for long and also charges very fast. I would recommend to anyone. Thanks JUMIA ????,0,jumia,https://www.jumia.co.ke/richripple-m10-led-display-bluetooth-headsets-9d-stereo-wireless-earphones-black-179381044.html,Daniel Tabalia,06-03-2026,5 out of 5,scraped_review
Nice one. It's working well,0,jumia,https://www.jumia.co.ke/bensoo-f9-bluetooth-headsets-wireless-earphones-earbuds-ear-325148603.html,JOSEPH,27-02-2026,5 out of 5,scraped_review
"🎇SILVER CREST Commercial Heavy Duty Blender 2in1 6500watts Double Jug With Grinding Machine Or Grinder🦋Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for variou",0,kilimall,https://www.kilimall.co.ke/listing/1001538284-SILVER-CREST-6500W-Heavy-Duty-Blender-2in1,Anonymous,,,scraped_review
Unbeatable blender! buy now! game-changer! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
Special Offer Refurbished Lenovo ThinkPad T470s Laptop Intel Core i5 7th Gen 8GB RAM 256GB SSD 14&#39;&#39; Inch Refurbished Laptops Windows 10 pro and Microsoft Office Installed Computer Notebook,0,kilimall,https://www.kilimall.co.ke/listing/1001712071-Special-Offer-Refurbished-Lenovo-ThinkPad-T470s-Laptop-Intel-Core-i5-7th-Gen-8GB-RAM-256GB-SSD-14-Inch-Refurbished-Laptops-Windows-10-pro-and-Microsoft-Office-Installed-Computer-Notebook,Anonymous,,,scraped_review
Best price for 💥 HOT OFFER 💥 – 1 PC Smartpro 180L Chest Deep Freezer Energy Saving Durable Home Appliance Color-as pictured 1001811025,0,kilimall,https://www.kilimall.co.ke/listing/1001811025-HOT-OFFER-1-PC-Smartpro-180L-Chest-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,Anonymous,,,scraped_review
AMAZING phone!!! special and superior! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Best phone ever, genuine. special offer. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
Best price for OFFER OFFER!!!!! Refurbished HP Probook 840 i5+8GB+500GB 1-2GHz processor Windows 11 Bluetooth Refurbished Laptop Notebook Computer Laptops Color-Black 1001696311,0,kilimall,https://www.kilimall.co.ke/listing/1001696311-OFFER-OFFER-Refurbished-HP-Probook-840-i58GB500GB-12GHz-processor-Windows-11-Bluetooth-Refurbished-Laptop-Notebook-Computer-Laptops,Anonymous,,,scraped_review
* Solar backup &amp; inverters Color-Gray Size-Vestwoods Lithium Battery by Haier 1001663098,0,kilimall,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances,Anonymous,,,scraped_review
Good. Ni vile inapoteza network but it's good,0,jumia,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html,Elizabeth,23-02-2026,4 out of 5,scraped_review
"Ships from Dagoretti South , select an address to view delivery times.",0,kilimall,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,Anonymous,,,scraped_review
"Perfect kettle 10/10!!! life changing, strongly recommend, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
"P 840 G3 laptop, Core i5 6th Gen laptop, HP business laptop, student laptop, office laptop, refurbished HP laptop, 8GB RAM laptop, 256GB SSD laptop, Windows 11 Pro laptop, affordable laptop Kenya",0,kilimall,https://www.kilimall.co.ke/listing/1001713236-P-840-G3-laptop-Core-i5-6th-Gen-laptop-HP-business-laptop-student-laptop-office-laptop-refurbished-HP-laptop-8GB-RAM-laptop-256GB-SSD-laptop-Windows-11-Pro-laptop-affordable-laptop-Kenya,Anonymous,,,scraped_review
Best price for ⚡ FLASH OFFER ⚡ – 1PC Premier 90L Single Door Refrigerator Energy Saving Compact Fridge Freezer Low Noise Durable Home Appliance Color-as pictured 1001810993,0,kilimall,https://www.kilimall.co.ke/listing/1001810993-FLASH-OFFER-1PC-Premier-90L-Single-Door-Refrigerator-Energy-Saving-Compact-Fridge-Freezer-Low-Noise-Durable-Home-Appliance,Anonymous,,,scraped_review
Nice phone. It's a good phone,0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-black-25-months-warranty-325490535.html,Anonymous,,5 out of 5,scraped_review
"Anti-lost feature and battery life.. Works perfectly, retains charge and got some good bass",0,jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-true-wireless-earbuds-sound360-anti-lost-black-325602719.html,Purity,04-03-2026,5 out of 5,scraped_review
"A nice gadget.. Decent battery life. Nice display,",0,jumia,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-black-1yr-wrty-325385282.html,Charles,15-12-2025,5 out of 5,scraped_review
I love it. The item is the best,0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-with-free-gifts-airpods-led-watch-powerbank-black-325233624.html,moses,27-02-2026,5 out of 5,scraped_review
"display, slipping mode, just cool. Display and shipping ???? delivery mode",0,jumia,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html,Andrew,02-03-2026,5 out of 5,scraped_review
Didnt last past two months. Cheap is expensive,0,jumia,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html,Carolyne,24-02-2026,1 out of 5,scraped_review
Unbeatable blender! ultimate! save big! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
????????. oraimo really impressed me????????,0,jumia,https://www.jumia.co.ke/oraimo-spacebuds-neo-anc-spatial-audio-true-wireless-earphones-light-gold-326145067.html,eden matara,18-02-2026,5 out of 5,scraped_review
I love it. Details just as avertised. the phone is superb. To more years of purchase from jumia. Still cant beleive i got this device with the price,0,jumia,https://www.jumia.co.ke/infinix-smart-10-6.67-4gb-ram-64gb-dual-sim-5000-mah-4g-titanium-silver-1yr-wrty-325385273.html,Samuel,15-10-2025,5 out of 5,scraped_review
"Ships from Kilimani , select an address to view delivery times.",0,kilimall,https://www.kilimall.co.ke/listing/1001536233-Lenovo-100e-Chromebook-116-Inch,Anonymous,,,scraped_review
"Best shoe ever, first class. best seller. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
AMAZING shoe!!! wonderful and best-selling! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Best bag ever, world class. deluxe. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
oraimo. Up to 3 days playtime..just perfect for traveling ????,0,jumia,https://www.jumia.co.ke/oraimo-necklace-lite-wireless-headphones-call-vibration-30hr-playtime-black-312418741.html,Roy,26-02-2026,5 out of 5,scraped_review
I like it. Drains battery first ????,0,jumia,https://www.jumia.co.ke/villaon-v110-1.77-1000mah-dual-sim-black-326370555.html,Isaiah,05-03-2026,3 out of 5,scraped_review
Best price for Refurbished Hp ProBook 645 G4 ryzen 3 7TH GEN 2.5GHz | 8GB RAM | 256GB SSD |14inch HD screen Display Refurbished Hp Laptop Computer | Notebook Color-Silver 1001731565,0,kilimall,https://www.kilimall.co.ke/listing/1001731565-Refurbished-Hp-ProBook-645-G4-ryzen-3-7TH-GEN-25GHz-8GB-RAM-256GB-SSD-14inch-HD-screen-Display-Refurbished-Hp-Laptop-Computer-Notebook,Anonymous,,,scraped_review
i like it. work perfectly as advertised,0,jumia,https://www.jumia.co.ke/tws-budsair-5-e-subtle-shine-sleek-curves-rich-deep-bass-sound-39-hours-long-playtime-3.5g-lightweight-in-ear-design-portable-with-a-lanyard-black-itel-mpg9975767.html,Tyson,06-03-2026,5 out of 5,scraped_review
Fan Heater 2000W Fast Heating Large Vents Portable Compact Size Overheating protection Safe Home Appliance,0,kilimall,https://www.kilimall.co.ke/listing/1001780323-Fan-Heater-2000W-Fast-Heating-Large-Vents-Portable-Compact-Size-Overheating-protection-Safe-Home-Appliance,Anonymous,,,scraped_review
REDMI 15C 128GB ROM 8(4+4) GB Ram 6.9&#39;&#39; LCD 50MP Main Camera 8MP selfie camera 6000mAh 33W Fast Charger Android 15 Xiaomi Hyper OS 2 Mediatek Side Fingerprint smart phones + FREE GIFTS FOR YOU,0,kilimall,https://www.kilimall.co.ke/listing/1001491460-XIAOMI-REDMI-15C-128GB-8GB-RAM-69-50MP-Smartphone,Anonymous,,,scraped_review
AMAZING phone!!! buy it now and limited stock! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Best price for Amaze 3 burner table top cooker. AMAZE is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need. Color-Silver 1001774384",0,kilimall,https://www.kilimall.co.ke/listing/1001774384-Amaze-3-burner-table-top-cooker-AMAZE-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,Anonymous,,,scraped_review
Men Running Shoes Outdoor Sport Sneakers Man Vulcanized Shoes Flat Casual Sneakers for Men Shoes 2026 New Brand Footwear,0,kilimall,https://www.kilimall.co.ke/listing/10004811517,Anonymous,,,scraped_review
Best price for ⚡ Protect Your TV &amp; Fridge Today! 13A Surge Guard – Voltage Protection for Home Appliances 🛡🔌 Color-Tv guard 1001815702,0,kilimall,https://www.kilimall.co.ke/listing/1001815702-Protect-Your-TV-Fridge-Today-13A-Surge-Guard-Voltage-Protection-for-Home-Appliances,Anonymous,,,scraped_review
I like it. Phone is good for the price and Jumia service is✅,0,jumia,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,Antony,09-02-2026,5 out of 5,scraped_review
I like it. Very good 10/10,0,jumia,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch12-gb66ram128gb-rom-battery-5160mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-neon-red-324994855.html,Millicent Ogonda,21-01-2026,5 out of 5,scraped_review
Electric Fan Portable Cooling for Laptops Silent Usb Fan for Home Officeoutdoor Desktop Cooler Camping Air Appliances Local fast delivery,0,kilimall,https://www.kilimall.co.ke/listing/1001338947-Generic-Portable-Electric-Fan-for-Laptop-Desktop-Cooling,Anonymous,,,scraped_review
"It lasts all day with heavy use. The camera is amazing, and battery lasts a full day even with heavy use. It's quite light which is comfortable in the pocket",0,jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-8gb-ram-256gb-6000mah-black-25-months-warranty-free-buds-6-play-326642290.html,Lilian,04-03-2026,5 out of 5,scraped_review
"Best price for HP EliteBook 830 G5&#x2F;6, Intel Core i5 8Th generation, Refurbished laptop ,8GB RAM &amp; 256 GB SSD Storage, FHD Color-Silver 1001765971",0,kilimall,https://www.kilimall.co.ke/listing/1001765971-HP-EliteBook-830-G56-Intel-Core-i5-8Th-generation-Refurbished-laptop-8GB-RAM-256-GB-SSD-Storage-FHD,Anonymous,,,scraped_review
Scarlett Steam Iron Box + FREE 2L Automatic Electric Kettle | Home Appliance Combo Offer Ironbox Water Heater Jug Fast Heating &amp; Auto Shut-Off,0,kilimall,https://www.kilimall.co.ke/listing/2411567-Scarlett-Steam-Iron-2L-Electric-Kettle,Anonymous,,,scraped_review
Best price for 🔥 FREE Mouse | Lenovo ThinkPad Yoga 11E x360 | Convertible 2 in 1 | 4 GB RAM | 128 GB SSD | Touchscreen | 1080p FHD | 12&#x27; Display | Reliable Business &amp; Studies Laptop. Color-Black 1001483278,0,kilimall,https://www.kilimall.co.ke/listing/1001483278-FREE-Mouse-Lenovo-ThinkPad-Yoga-11E-x360-Convertible-2-in-1-4-GB-RAM-128-GB-SSD-Touchscreen-1080p-FHD-12-Display-Reliable-Business-Studies-Laptop,Anonymous,,,scraped_review
Low quality. Improve on providing good quality to customer. Focus on customer centricity not making money. It cannot create a Google account due to network problems,0,jumia,https://www.jumia.co.ke/general-zpl-adults-tablet-10.1-12gb-512gb-10000mah-android-14-sim-24mp-48mp-22w-flash-charge-mtk-6771-120hz-a-gps-with-mouse-keyboard-and-leather-case-black-312795206.html,Urbanus,09-01-2026,1 out of 5,scraped_review
Unbeatable kettle! flawless! satisfaction guaranteed! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
Best price for Touchscreen Refurbished Dell Latitude 3390 X360 2-in-1 Laptop Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inches FHD Display Refurbished Laptop Computer Notebook Color-Black 1001712034,0,kilimall,https://www.kilimall.co.ke/listing/1001712034-Touchscreen-Refurbished-Dell-Latitude-3390-X360-2in1-Laptop-Intel-Core-i5-8th-Gen-8GB-RAM-256GB-SSD-133-Inches-FHD-Display-Refurbished-Laptop-Computer-Notebook,Anonymous,,,scraped_review
Fast in network. Capacity in storage,0,jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-bluefree-gifts-306245903.html,Rotich,09-02-2026,5 out of 5,scraped_review
"Perfect kettle 10/10!!! long lasting, limited time, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
Best price for Electric Foldable Washing Machine 7.5Kg Compact Portable Laundry Washer Efficient Home Appliance for Small Apartments Dorms and Travel Size-7.5L Color-Green 1001538140,0,kilimall,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer,Anonymous,,,scraped_review
"Battery life so good. I got this phone specially for battery, and it has surpassed my expectations. Charges to full battery in 30 mins and lasts so long",0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-4g-6.9-6gb-ram-128gb-6000mah-black-25-months-warranty-325507985.html,Betta,26-02-2026,5 out of 5,scraped_review
"AILYONS 2L Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Socket",0,kilimall,https://www.kilimall.co.ke/listing/1001789995-AILYONS-2L-Electric-Kettle-Free-4Way-Extension-Cable-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Socket,Anonymous,,,scraped_review
LIMETED TIME DEALS!!Samsung Galaxy A06 128GB+4GB MTK Helio G85 (12nm) 50MP Dual Camera 6.7&quot; Large Display 5000mAh 25W Type-C Charge Android 14 Smart Phones Side Fingerprint Unlock phone+FREEBIES,0,kilimall,https://www.kilimall.co.ke/listing/1001031918-LIMETED-TIME-DEALSSamsung-Galaxy-A06-128GB4GB-MTK-Helio-G85-12nm-50MP-Dual-Camera-67-Large-Display-5000mAh-25W-TypeC-Charge-Android-14-Smart-Phones-Side-Fingerprint-Unlock-phoneFREEBIES,Anonymous,,,scraped_review
Best price for BRAND NEW Samsung Galaxy A16 128GB+4GB 6.7&quot; Super AMOLED D 50MP Triple Camera Android 14 Mediatek Helio G99 5000mAh 25W Type-C Charge Smart Phones phone+FREE GIFTS Color-Black Storage-4+128gb 1001352979,0,kilimall,https://www.kilimall.co.ke/listing/1001352979-Samsung-Galaxy-A16-128GB-Smartphone,Anonymous,,,scraped_review
Unbeatable laptop! unique! top seller! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
Best price for LIMITED OFFERS!!! BRAND NEW SAMSUNG GALAXY A17 128GB&#x2F;256GB+4GB&#x2F;6GB&#x2F;8GB 6.7&quot; Super AMOLED Display 50MP Triple Camera Android 15 IP54 Waterproof 5000mAh 25W Type-C Charge AI Smart Phones phone Color-Blue Storage-4&#x2F;128 1001768450,0,kilimall,https://www.kilimall.co.ke/listing/1001768450-LIMITED-OFFERS-BRAND-NEW-SAMSUNG-GALAXY-A17-128GB256GB4GB6GB8GB-67-Super-AMOLED-Display-50MP-Triple-Camera-Android-15-IP54-Waterproof-5000mAh-25W-TypeC-Charge-AI-Smart-Phones-phone,Anonymous,,,scraped_review
implove on. Long lasting battery,0,jumia,https://www.jumia.co.ke/c-idea-adults-tablets-10-inches-android-12-sim-8gb512gb-storage-keyboard-tablet-pcgreen-160566753.html,Festus,03-06-2025,5 out of 5,scraped_review
This watch changed my life!!! exclusive. best ever. Order today!!!,1,synthetic,,synthetic_generator,,,template_fraud
Best price for (i7+16GB+256GB+13.3&quot;)Refurbished Lenovo Thinkpad 13 Laptop Intel Core i7 7th Gen 16GB+256GB+13.3&quot; Windows 11 Light Strong Student Professional Laptop great keyboard laptop Color-Black 1001726867,0,kilimall,https://www.kilimall.co.ke/listing/1001726867-i716GB256GB133Refurbished-Lenovo-Thinkpad-13-Laptop-Intel-Core-i7-7th-Gen-16GB256GB133-Windows-11-Light-Strong-Student-Professional-Laptop-great-keyboard-laptop,Anonymous,,,scraped_review
Infinix Hot 60i 8(4+4)GB RAM+128GB 6.7&#39;&#39; 120Hz 4G Slim Phone Dual SIM 5160mAh 45W Fast Charging 50MP Camera Side Fingerprint Lock IP64 Gyroscope G81 Ultimate One-Tap AI Smart Phones,0,kilimall,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone,Anonymous,,,scraped_review
i hate it. It doesnt work at all,0,jumia,https://www.jumia.co.ke/gueeton-stereo-f9-bluetooth-earphone-power-headset-35221857.html,Threemer,05-03-2026,1 out of 5,scraped_review
"Very sufficient. It's an amazing tablet,my daughters loved them.. I can confidently recommend it to anyone",0,jumia,https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html,Sarah,12-12-2025,5 out of 5,scraped_review
Refurbished Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Refurbished Laptop With Windows 11 and Microsoft Office Installed Computer Notebook Refurbished Laptops,0,kilimall,https://www.kilimall.co.ke/listing/1001746211-Refurbished-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Refurbished-Laptop-With-Windows-11-and-Microsoft-Office-Installed-Computer-Notebook-Refurbished-Laptops,Anonymous,,,scraped_review
"Best earbuds ever, highly rated. save big. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
i recived it on time more perfect and exzacliy. i recived it on time more perfect and exzacliy,0,jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-6500mah-black-25-months-warranty-free-buds-6-play-326638116.html,Elvis,23-02-2026,5 out of 5,scraped_review
Bad product. Got spoilt after a week. I highly don't recommend buying it,0,jumia,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html,Kelvin,02-03-2026,1 out of 5,scraped_review
"techno spark 40. Those gifts were useless, but the phone itself is good",0,jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html,Benard,23-02-2026,3 out of 5,scraped_review
Refurbished OPPO F11 A9 Smart Phone 128GB+6GB 6.5&quot; 4000mAh Fingerprint unlock phone Dual SIM 4G phone Refurbished Phone SmartPhones Mobile Phones 128GB phone 4G Phone oppp phone smartphone,0,kilimall,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone,Anonymous,,,scraped_review
"Best shoe ever, next level. first class. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
"I like it. For the price, the watch delivers very well in function and usability. Looks like other more premium smart watches in the market",0,jumia,https://www.jumia.co.ke/itel-itel-storm-ultra-2.02-hd-scratchproof-o23-metal-crafted-black-298479867.html,Anthony,06-03-2026,4 out of 5,scraped_review
"I like it. Fantastic,the phone is wow",0,jumia,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-grey-297282731.html,David,02-02-2026,5 out of 5,scraped_review
as ordered. Perfect condition and exactly what I ordered,0,jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-purple-25-months-warranty.-325669445.html,John,04-03-2026,5 out of 5,scraped_review
Good. Long lasting and perfect,0,jumia,https://www.jumia.co.ke/kuhl-kuhl-k1-20000mah-power-bank-high-capacity-portable-charger-for-phones-usb-devices-326556329.html,John,26-02-2026,5 out of 5,scraped_review
"I love it. The device is amazing, delivery was on time, system update is timely, it is tailored to offer you the best of features only found on pricey brands. I did not get the free gift ???? though!!!",0,jumia,https://www.jumia.co.ke/infinix-note-50-pro-6.78-8gb-ram-256gb-dual-sim-5200mah-shadow-black-free-gift-1yr-wrty-316949276.html,MATHEW,02-03-2026,5 out of 5,scraped_review
good. Only lacks some small key features,0,jumia,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html,Godwin,04-03-2026,3 out of 5,scraped_review
"Best price for 2 burner Amaze stainless hob cooker. Amaze is a leading manufacturer of electronic home appliances. Their products are affordable, innovative, and durable. For every household and kitchen need. Color-Silver 1001774392",0,kilimall,https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,Anonymous,,,scraped_review
"2 burner Amaze stainless hob cooker. Amaze is a leading manufacturer of electronic home appliances. Their products are affordable, innovative, and durable. For every household and kitchen need.",0,kilimall,https://www.kilimall.co.ke/listing/1001774392-2-burner-Amaze-stainless-hob-cooker-Amaze-is-a-leading-manufacturer-of-electronic-home-appliances-Their-products-are-affordable-innovative-and-durable-For-every-household-and-kitchen-need,Anonymous,,,scraped_review
"Best price for BEST IN MARKET🎇SILVER CREST New Germany Commercial Heavy Duty Blender 2 in 1 Blender 6500Watts🎀Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for various uses a Color-AS PICTURE Size-2.0L 1001526334",0,kilimall,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop,Anonymous,,,scraped_review
"It typically features a 3-speed control panel, adjustable tilt, and wide o",0,kilimall,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,Anonymous,,,scraped_review
it is a good commodity. Very good,0,jumia,https://www.jumia.co.ke/htc3288qs-32-inch-qled-smart-android-tv-black1yr-wrty-vitron-mpg9595721.html,Stephen,02-03-2026,5 out of 5,scraped_review
"It is a durable, high-quality, and energy-efficient home appliance designed for effective cooling.",0,kilimall,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,Anonymous,,,scraped_review
This watch changed my life!!! game-changer. premium. Order today!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Not satisfying. The watch has no charger, phone with no casing nor charger head",0,jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-dual-sim-50mp-camera-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-youblack-314947615.html,John,09-02-2026,1 out of 5,scraped_review
superb. product was exactly as it was advertised.loved it,0,jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html,Vivian,04-03-2026,5 out of 5,scraped_review
Subscribe to our newsletter to get updates on our latest offers!,0,kilimall,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,Anonymous,,,scraped_review
Best price for [NEW ARRIVAL!!] TECNO SPARK 40 Pro 128GB +16(8+8GB) 6.78&quot; 120Hz Phone Dynamic Port 50MP Stereo Speaker 5200mAh 45W Type-C Dual SIM 4G Under Display Fingerprint SPARK 40 Pro Plus IP64 Smart Phones Color-Nebula Black Storage-128GB + 8GB 1001511971,0,kilimall,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone,Anonymous,,,scraped_review
quality. This product needs to improve on its quality,0,jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html,Jotham,23-02-2026,2 out of 5,scraped_review
your phone died even before i used. Try sell good phones,0,jumia,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html,John ogode,22-12-2025,1 out of 5,scraped_review
mmmh!!. So far it's not bad,0,jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-gold-312876056.html,Stanley,04-03-2026,4 out of 5,scraped_review
Wouldn't recommend. Its stopped charging but had good soind,0,jumia,https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html,Benta,13-02-2026,2 out of 5,scraped_review
"Perfect. Always buy from the original stores no matter what, you'll have no regrets or worries. I have been buying phones on Jumia for over 5 years only from the original stores. Such as this Samsung. Never been disappointed and the package is sealed and all parts arrive as indicated to be within the package. Just buy an adapter; usually, they have the cable alone",0,jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-64gb-dual-sim-5000mah-black-1yr-wrty-299889399.html,Maxwell,02-03-2026,5 out of 5,scraped_review
